Normalized	Original	Bamfile	Location	Source	Subplate	Size (GB)	Type
MIC-1708-6-2	NDS-1708-6-2	NDS-1708-6-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1708-6-2.bam	Plate5	N/A	9.49	Exome
MIC-1708-6-2	MIC-1708-6-2	MIC-1708-6-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1708-6-2.bam	Plate5	N/A	9.49	Duplicate
MIC-1708-6-3	NDS-1708-6-3	NDS-1708-6-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1708-6-3.bam	Plate5	N/A	10.78	Exome
MIC-1708-6-3	MIC-1708-6-3	MIC-1708-6-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1708-6-3.bam	Plate5	N/A	10.78	Duplicate
MIC-1710-I-5-3	NDS-1710-I-5-3	NDS-1710-I-5-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1710-I-5-3.bam	Plate5	N/A	14.79	Exome
MIC-1710-II-5-1	NDS-1710-II-5-1	NDS-1710-II-5-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1710-II-5-1.bam	Plate5	N/A	9.11	Exome
MIC-1710-II-5-1	MIC-1710-II-5-1	MIC-1710-II-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1710-II-5-1.bam	Plate5	N/A	9.11	Duplicate
MIC-1711-II-5-1	MIC-1711-II-5-1	MIC-1711-II-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1711-II-5-1.bam	Plate5	N/A	9.47	Exome
MIC-1711-III-5-2	NDS-1711-III-5-2	NDS-1711-III-5-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1711-III-5-2.bam	Plate5	N/A	12.86	Exome
MIC-1711-III-5-2	MIC-1711-III-5-2	MIC-1711-III-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1711-III-5-2.bam	Plate5	N/A	12.86	Duplicate
MIC-1723-4-1	MIC-1723-4-1	MIC-1723-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1723-4-1.bam	Plate5	N/A	9.35	Exome
MIC-1723-4-2	NDS-1723-4-2	NDS-1723-4-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1723-4-2.bam	Plate5	N/A	10.01	Exome
MIC-1723-4-2	MIC-1723-4-2	MIC-1723-4-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1723-4-2.bam	Plate5	N/A	10.01	Duplicate
MIC-1723-5-4	NDS-1723-5-4	NDS-1723-5-4.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1723-5-4.bam	Plate5	N/A	10.6	Exome
MIC-1723-5-4	MIC-1723-5-4	MIC-1723-5-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1723-5-4.bam	Plate5	N/A	10.6	Duplicate
MIC-1736-4-1	NDS-1736-4-1	NDS-1736-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1736-4-1.bam	Plate5	N/A	9.69	Exome
MIC-1736-4-1	MIC-1736-4-1	MIC-1736-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1736-4-1.bam	Plate5	N/A	9.69	Duplicate
MIC-1736-4-2	NDS-1736-4-2	NDS-1736-4-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1736-4-2.bam	Plate5	N/A	10.84	Exome
MIC-1736-4-2	MIC-1736-4-2	MIC-1736-4-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1736-4-2.bam	Plate5	N/A	10.84	Duplicate
MIC-1736-5-1	MIC-1736-5-1	MIC-1736-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1736-5-1.bam	Plate5	N/A	7.36	Exome
MIC-1774-3-1	MIC-1774-3-1	MIC-1774-3-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1774-3-1.bam	Plate5	N/A	9.87	Exome
MIC-1774-3-3	MIC-1774-3-3	MIC-1774-3-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1774-3-3.bam	Plate5	N/A	12.88	Duplicate
MIC-1774-3-3	NDS-1774-3-3	NDS-1774-3-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1774-3-3.bam	Plate5	N/A	27.57	Exome
MIC-1792-3-3	MIC-1792-3-3	MIC-1792-3-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1792-3-3.bam	Plate5	N/A	7.36	Exome
MIC-1792-3-4	MIC-1792-3-4	MIC-1792-3-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1792-3-4.bam	Plate5	N/A	8.99	Exome
MIC-1793-3-1	MIC-1793-3-1	MIC-1793-3-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1793-3-1.bam	Plate5	N/A	5.76	Exome
MIC-1793-4-4	MIC-1793-4-4	MIC-1793-4-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1793-4-4.bam	Plate5	N/A	8.24	Exome
MIC-1797-3-2	MIC-1797-3-2	MIC-1797-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1797-3-2.bam	Plate5	N/A	11.61	Exome
MIC-1797-4-2	MIC-1797-4-2	MIC-1797-4-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1797-4-2.bam	Plate5	N/A	6.96	Exome
MIC-1813-5-1	MIC-1813-5-1	MIC-1813-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1813-5-1.bam	Plate5	N/A	9.12	Exome
MIC-1813-5-2	MIC-1813-5-2	MIC-1813-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1813-5-2.bam	Plate5	N/A	12.22	Exome
MIC-1813-6-1	NDS-1813-6-1	NDS-1813-6-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1813-6-1.bam	Plate5	N/A	10.97	Exome
MIC-1813-6-1	MIC-1813-6-1	MIC-1813-6-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1813-6-1.bam	Plate5	N/A	10.97	Duplicate
MIC-1866-2-1	LR01-314	LR01-314.bam	/projects/gleeson-storage2/escott/aligned/LR01-314.bam	PlateIV	PlateIV_1	7.11	Exome
MIC-1868-2-1	MIC-1868-2-1	MIC-1868-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR04-315.bam	PlateIV	PlateIV_2	11.28	Exome
MIC-1869-2-1	LR05-054a1	LR05-054a1.bam	/projects/gleeson-storage2/escott/aligned/LR05-054a1.bam	PlateIV	PlateIV_2	13.51	Exome
MIC-1884-1-1	MIC-1884-1-1	MIC-1884-1-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-112f.bam	PlateV	N/A	8.87	Exome
MIC-1884-1-2	MIC-1884-1-2	MIC-1884-1-2.bam	/projects/gleeson-storage2/escott/aligned/LR11-112m.bam	PlateIV	PlateIV_3	14.6	Exome
MIC-1884-2-1	MIC-1884-2-1	MIC-1884-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-112.bam	PlateV	N/A	9.56	Exome
MIC-1885-1-1	MIC-1885-1-1	MIC-1885-1-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-117f.bam	PlateV	N/A	9.16	Exome
MIC-1885-1-2	MIC-1885-1-2	MIC-1885-1-2.bam	/projects/gleeson-storage2/escott/aligned/LR11-117m.bam	PlateIV	PlateIV_0	9.72	Exome
MIC-1885-2-1	MIC-1885-2-1	MIC-1885-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-117.bam	PlateV	N/A	8.93	Exome
MIC-1888-1-2	MIC-1888-1-2	MIC-1888-1-2.bam	/projects/gleeson-storage2/escott/aligned/LR11-144m.bam	PlateIV	PlateIV_0	10.53	Exome
MIC-1888-2-1	MIC-1888-2-1	MIC-1888-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-144.bam	PlateV	N/A	9.65	Exome
MIC-1895-4-1	NDS-1895-4-1	NDS-1895-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1895-4-1.bam	Plate5	N/A	10.55	Exome
MIC-1895-4-1	MIC-1895-4-1	MIC-1895-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1895-4-1.bam	Plate5	N/A	10.56	Duplicate
MIC-1895-4-2	NDS-1895-4-2	NDS-1895-4-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1895-4-2.bam	Plate5	N/A	10.46	Exome
MIC-1895-4-2	MIC-1895-4-2	MIC-1895-4-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1895-4-2.bam	Plate5	N/A	10.47	Duplicate
MIC-1895-5-1	NDS-1895-5-1	NDS-1895-5-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1895-5-1.bam	Plate5	N/A	11.42	Exome
MIC-1895-5-1	MIC-1895-5-1	MIC-1895-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1895-5-1.bam	Plate5	N/A	17.95	Discard
MIC-198-3-5	MIC-198-3-5	MIC-198-3-5.bam	/projects/gleeson-storage2/escott/aligned/MIC-198-YC1.bam	PlateV	N/A	9.78	Exome
MIC-2011-6-2	NDS-2011-6-2	NDS-2011-6-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2011-6-2.bam	PlateVI	PlateVI	8.08	Exome
MIC-2011-6-8	NDS-2011-6-8	NDS-2011-6-8.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2011-6-8.bam	PlateVI	PlateVI	10.16	Exome
MIC-2014-II-5-1	NDS-2014-II-5-1	NDS-2014-II-5-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2014-II-5-1.bam	Plate7		6.48	Exome
MIC-2017-5-1	NDS-2017-5-1	NDS-2017-5-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2017-5-1.bam	PlateVI	PlateVI	8.33	Exome
MIC-2017-5-2	NDS-2017-5-2	NDS-2017-5-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2017-5-2.bam	PlateVI	PlateVI	10.93	Exome
MIC-2036-5-3	NDS-2036-5-3	NDS-2036-5-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2036-5-3.bam	PlateVI	PlateVI	8.22	Exome
MIC-2037-4-6	NDS-2037-4-6	NDS-2037-4-6.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2037-4-6.bam	PlateVI	PlateVI	7.55	Exome
MIC-2053-4-1	NDS-2053-4-1	NDS-2053-4-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2053-4-1.bam	Plate7		6.48	Exome
MIC-2053-4-2	NDS-2053-4-2	NDS-2053-4-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2053-4-2.bam	Plate7		6.53	Exome
MIC-2071-5-2	NDS-2071-5-2	NDS-2071-5-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2071-5-2.bam	PlateVI	PlateVI	9.45	Exome
MIC-2071-5-3	NDS-2071-5-3	NDS-2071-5-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2071-5-3.bam	PlateVI	PlateVI	8.39	Exome
MIC-2086-4-4	NDS-2086-4-4	NDS-2086-4-4.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2086-4-4.bam	Plate7		7.04	Exome
MIC-2091-4-1	NDS-2091-4-1	NDS-2091-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2091-4-1.bam	PlateVI	PlateVI	7.22	Exome
MIC-2095-3-1	NDS-2095-3-1	NDS-2095-3-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2095-3-1.bam	PlateVI	PlateVI	7.01	Exome
MIC-2095-3-2	NDS-2095-3-2	NDS-2095-3-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2095-3-2.bam	PlateVI	PlateVI	8.75	Exome
MIC-2096-3-1	NDS-2096-3-1	NDS-2096-3-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2096-3-1.bam	PlateVI	PlateVI	6.75	Exome
MIC-2096-3-2	NDS-2096-3-2	NDS-2096-3-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2096-3-2.bam	PlateVI	PlateVI	7.35	Exome
MIC-2100-4-1	NDS-2100-4-1	NDS-2100-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2100-4-1.bam	PlateVI	PlateVI	6.5	Exome
MIC-2100-4-4	NDS-2100-4-4	NDS-2100-4-4.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2100-4-4.bam	PlateVI	PlateVI	6.91	Exome
MIC-2102-II-4-3	NDS-2102-II-4-3	NDS-2102-II-4-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2102-II-4-3.bam	PlateVI	PlateVI	7.18	Exome
MIC-2102-II-4-4	NDS-2102-II-4-4	NDS-2102-II-4-4.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2102-II-4-4.bam	PlateVI	PlateVI	7.24	Exome
MIC-2103-3-3	NDS-2103-3-3	NDS-2103-3-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2103-3-3.bam	PlateVI	PlateVI	10.18	Exome
MIC-2103-3-4	NDS-2103-3-4	NDS-2103-3-4.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2103-3-4.bam	PlateVI	PlateVI	8.88	Exome
MIC-2108-3-1	NDS-2108-3-1	NDS-2108-3-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2108-3-1.bam	Plate7		6.56	Exome
MIC-2108-3-3	NDS-2108-3-3	NDS-2108-3-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2108-3-3.bam	Plate7		6.9	Exome
MIC-2116-3-1	NDS-2116-3-1	NDS-2116-3-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2116-3-1.bam	Plate7		6.13	Exome
MIC-2116-3-2	NDS-2116-3-2	NDS-2116-3-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2116-3-2.bam	Plate7		6.75	Exome
MIC-2129-5-3	NDS-2129-5-3	NDS-2129-5-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2129-5-3.bam	Plate7		6.63	Exome
MIC-2130-5-1	NDS-2130-5-1	NDS-2130-5-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2130-5-1.bam	Plate7		7.38	Exome
MIC-2130-5-2	NDS-2130-5-2	NDS-2130-5-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2130-5-2.bam	Plate7		6.97	Exome
MIC-730-I-4-2	MIC-730-I-4-2	MIC-730-I-4-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-730-I-4-2.bam	PlateI	PlateI	27.89	Exome
MIC-730-III-4-3	MIC-730-III-4-3_wex1	MIC-730-III-4-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-730-III-4-3_wex1.bam	PlateIII	PlateIII	11.74	Exome
MIC-732-4-1	MIC-732-4-1	MIC-732-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-732-4-1.bam	PlateV	N/A	8.83	Exome
MIC-732-4-4	MIC-732-4-4	MIC-732-4-4.bam	/projects/gleeson-storage2/escott/aligned/MIC-732-4-4.bam	PlateIV	PlateIV_2	12.66	Exome
MIC-848-3-1	MIC-848-3-1	MIC-848-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-848-3-1.bam	PlateV	N/A	11.45	Exome
MIC-848-3-2	MIC-848-3-2	MIC-848-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-848-3-2.bam	PlateIV	PlateIV_1	6.61	Exome
MIC-848-4-1	MIC-848-4-1	MIC-848-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-848-4-1.bam	PlateIV	PlateIV_0	10.9	Exome
MIC-905-II-5-1	MIC-905-II-5-1	MIC-905-II-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-905-II-5-1.bam	PlateIV	PlateIV_0	10.2	Exome
MIC-905-II-5-2	MIC-905-II-5-2	MIC-905-II-5-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-905-II-5-2.bam	PlateV	N/A	10.06	Exome
MIC-921-5-1	MIC-921-5-1	MIC-921-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-921-5-1.bam	PlateIV	PlateIV_2	13.72	Exome
MIC-921-5-2	MIC-921-5-2	MIC-921-5-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-921-5-2.bam	PlateV	N/A	9.09	Exome
MIC-931-I-4-2	MIC-931-I-4-2	MIC-931-I-4-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-931-I-4-2.bam	PlateI	PlateI	24.68	Exome
MIC-931-I-4-3	MIC-931-I-4-3	MIC-931-I-4-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-931-I-4-3.bam	PlateIV	PlateIV_0	10.21	Exome
MIC-932-3-2	MIC-932-3-2	MIC-932-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-932-3-2.bam	PlateIV	PlateIV_2	13.89	Exome
MIC-932-3-6	MIC-932-3-6	MIC-932-3-6.bam	/projects/gleeson-storage2/escott/aligned/MIC-932-3-6.bam	PlateI	PlateI	35.7	Exome
MIC-934-3-1	MIC-934-3-1	MIC-934-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-934-3-1.bam	PlateV	N/A	8.26	Exome
MIC-934-3-2	MIC-934-3-2	MIC-934-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-934-3-2.bam	PlateIV	PlateIV_1	7.36	Exome
MIC-985-2-1	MIC-985-2-1	MIC-985-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-985-2-1.bam	PlateIV	PlateIV_1	8.06	Exome
MIC-985-2-2	MIC-985-2-2	MIC-985-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-985-2-2.bam	PlateIV	PlateIV_2	11.79	Exome
MIC-985-3-2	MIC-985-3-2	MIC-985-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-985-3-2.bam	PlateV	N/A	9.44	Exome
MIC-992-4-7	MIC-992-4-7	MIC-992-4-7.bam	/projects/gleeson-storage2/escott/aligned/MIC-992-4-7.bam	PlateI	PlateI	38.53	Exome
MIC-993-4-5	MIC-993-4-5	MIC-993-4-5.bam	/projects/gleeson-storage2/escott/aligned/MIC-993-4-5.bam	PlateV	N/A	7.46	Exome
MIC-AAS-1834-4-1	NDS-1834-4-1	NDS-1834-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1834-4-1.bam	PlateVI	PlateVI	10.25	Exome
MIC-ACC-1595-6-1	MIC-ACC-1595-6-1	MIC-ACC-1595-6-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-ACC-1595-6-1.bam	PlateIV	PlateIV_2	9.82	Exome
MIC-ACC-1595-6-2	MIC-ACC-1595-6-2	MIC-ACC-1595-6-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-ACC-1595-6-2.bam	PlateV	N/A	12.58	Exome
MIC-ACC-1596-5-3	MIC-ACC-1596-5-3	MIC-ACC-1596-5-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-ACC-1596-5-3.bam	PlateV	N/A	10.55	Exome
MIC-ACC-1596-5-5	MIC-ACC-1596-5-5	MIC-ACC-1596-5-5.bam	/projects/gleeson-storage2/escott/aligned/MIC-ACC-1596-5-5.bam	PlateIV	PlateIV_2	13.43	Exome
MIC-ACC-1862-2-1	MIC-ACC-1862-2-1	MIC-ACC-1862-2-1.bam	/projects/gleeson-storage2/escott/aligned/LP97-141a1.bam	PlateV	N/A	13.31	Exome
MIC-ASD-1837-4-3	NDS-1837-4-3	NDS-1837-4-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1837-4-3.bam	PlateV		9.72	Exome
MIC-ASD-1837-4-3	MIC-ASD-1837-4-3	MIC-ASD-1837-4-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-ASD-1837-4-3.bam	Plate5	N/A	9.75	Duplicate
MIC-ASD-1837-4-4	MIC-ASD-1837-4-4	MIC-ASD-1837-4-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-ASD-1837-4-4.bam	Plate5	N/A	11.31	Duplicate
MIC-ASD-1837-4-4	NDS-1837-4-4	NDS-1837-4-4.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1837-4-4.bam	PlateV		11.31	Exome
MIC-AUT-2092-4-2	NDS-2092-4-2	NDS-2092-4-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2092-4-2.bam	PlateVI	PlateVI	9.43	Exome
MIC-CBA-1696-3-1	MIC-CBA-1696-3-1	MIC-CBA-1696-3-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CBA-1696-3-1.bam	Plate5	N/A	7.93	Exome
MIC-CBA-1696-3-1	NDS-1696-3-1	NDS-1696-3-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1696-3-1.bam	PlateV		7.93	Duplicate
MIC-CBA-1696-3-2	MIC-CBA-1696-3-2	MIC-CBA-1696-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CBA-1696-3-2.bam	Plate5	N/A	9.29	Exome
MIC-CBA-1696-4-1	MIC-CBA-1696-4-1	MIC-CBA-1696-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CBA-1696-4-1.bam	Plate5	N/A	8.99	Exome
MIC-CBA-1898-5-2	NDS-1898-5-2	NDS-1898-5-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1898-5-2.bam	PlateVI	PlateVI	9.47	Exome
MIC-CCH-1257-2-3	MIC-CCH-1257-2-3_wex1	MIC-CCH-1257-2-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-CCH-1257-2-3_wex1.bam	PlateIII	PlateIII	11.46	Exome
MIC-CCH-1257-2-4	MIC-CCH-1257-2-4_wex1	MIC-CCH-1257-2-4_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-CCH-1257-2-4_wex1.bam	PlateIII	PlateIII	10.4	Exome
MIC-CCH-1257-3-4	MIC-CCH-1257-3-4	MIC-CCH-1257-3-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-CCH-1257-3-4.bam	PlateII	PlateII	15.21	Exome
MIC-CCH-1392-4-1	MIC-CCH-1392-4-1	MIC-CCH-1392-4-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-CCH-1392-4-1.bam	PlateII	PlateII	15.78	Exome
MIC-CCH-1392-4-2	MIC-CCH-1392-4-2_wex1	MIC-CCH-1392-4-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-CCH-1392-4-2_wex1.bam	PlateIII	PlateIII	12.2	Exome
MIC-CCH-1400-3-1	MIC-CCH-1400-3-1_wex1	MIC-CCH-1400-3-1_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-CCH-1400-3-1_wex1.bam	PlateIII	PlateIII	11.99	Exome
MIC-CCH-1400-3-2	MIC-CCH-1400-3-2	MIC-CCH-1400-3-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-CCH-1400-3-2.bam	PlateI	PlateI	24.12	Exome
MIC-CCH-1712-4-1	MIC-CCH-1712-4-1	MIC-CCH-1712-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CCH-1712-4-1.bam	Plate5	N/A	11.37	Duplicate
MIC-CCH-1712-4-1	NDS-1712-4-1	NDS-1712-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1712-4-1.bam	PlateV		11.37	Exome
MIC-CCH-1712-4-3	MIC-CCH-1712-4-3	MIC-CCH-1712-4-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CCH-1712-4-3.bam	Plate5	N/A	9.91	Duplicate
MIC-CCH-1712-4-3	NDS-1712-4-3	NDS-1712-4-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1712-4-3.bam	PlateV		9.91	Exome
MIC-CCH-1893-5-2	MIC-CCH-1893-5-2	MIC-CCH-1893-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CCH-1893-5-2.bam	Plate5	N/A	6.8	Exome
MIC-CCH-1893-5-3	MIC-CCH-1893-5-3	MIC-CCH-1893-5-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-CCH-1893-5-3.bam	Plate5	N/A	15.17	Exome
MIC-CCH-918-I-5-2	MIC-CCH-918-I-5-2	MIC-CCH-918-I-5-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-CCH-918-I-5-2.bam	PlateI	PlateI	18.56	Exome
MIC-CVH-1431-I-5-2	MIC-CVH-1431-I-5-2	MIC-CVH-1431-I-5-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-CVH-1431-I-5-2.bam	PlateII	PlateII	28.98	Exome
MIC-CVH-1431-II-4-3	MIC-CVH-1431-II-4-3	MIC-CVH-1431-II-4-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-CVH-1431-II-4-3.bam	PlateV	N/A	9.67	Exome
